Watching for file changes with StatReloader
[15/Jun/2026 18:33:35] "GET /media/brands/mottec.png HTTP/1.1" 200 40990
[15/Jun/2026 18:33:35] "GET /media/brands/very_lube.png HTTP/1.1" 200 60584
[15/Jun/2026 18:33:35] "GET /static/css/style.css HTTP/1.1" 200 10200
[15/Jun/2026 18:33:35] "GET /media/brands/snipex.png HTTP/1.1" 200 40375
[15/Jun/2026 18:33:36] "GET /media/brands/ex120.jpg HTTP/1.1" 200 25168
[15/Jun/2026 18:33:36] "GET /media/brands/atomex.png HTTP/1.1" 200 10049
[15/Jun/2026 18:33:36] "GET /media/brands/xado-atomic-oil.png HTTP/1.1" 200 94526
[15/Jun/2026 18:33:36] "GET /media/brands/1stage.jpg HTTP/1.1" 200 29603
[15/Jun/2026 18:33:36] "GET /media/products/oc_307.jpg HTTP/1.1" 200 75282
[15/Jun/2026 18:33:36] "GET /media/brands/redpenguin.png HTTP/1.1" 200 91692
[15/Jun/2026 18:33:36] "GET /static/img/brands/xado-atomic-oil.png HTTP/1.1" 200 94526
[15/Jun/2026 18:33:36] "GET /media/products/oc_133.jpg HTTP/1.1" 200 160727
[15/Jun/2026 18:33:36] "GET /media/products/oc_56.jpg HTTP/1.1" 200 156119
[15/Jun/2026 18:33:36] "GET /media/products/oc_130.jpg HTTP/1.1" 200 111275
Not Found: /favicon.ico
[15/Jun/2026 18:33:36] "GET /favicon.ico HTTP/1.1" 404 5291
[15/Jun/2026 18:35:37] "GET / HTTP/1.1" 200 51291
[15/Jun/2026 18:35:37] "GET /static/css/style.css HTTP/1.1" 200 10200
[15/Jun/2026 18:35:37] "GET /media/brands/ex120.jpg HTTP/1.1" 200 25168
[15/Jun/2026 18:35:37] "GET /media/brands/atomex.png HTTP/1.1" 200 10049
[15/Jun/2026 18:35:37] "GET /media/brands/red_boost.png HTTP/1.1" 200 10996
[15/Jun/2026 18:35:37] "GET /static/img/xado_balts_2.png HTTP/1.1" 200 34464
[15/Jun/2026 18:35:37] "GET /media/brands/very_lube.png HTTP/1.1" 200 60584
[15/Jun/2026 18:35:37] "GET /static/js/main.js HTTP/1.1" 200 463
[15/Jun/2026 18:35:37] "GET /media/brands/1stage.jpg HTTP/1.1" 200 29603
[15/Jun/2026 18:35:37] "GET /media/brands/snipex.png HTTP/1.1" 200 40375
[15/Jun/2026 18:35:37] "GET /media/brands/revitalizant.jpg HTTP/1.1" 200 31932
[15/Jun/2026 18:35:37] "GET /media/brands/mottec.png HTTP/1.1" 200 40990
[15/Jun/2026 18:35:37] "GET /media/brands/xado-atomic-oil.png HTTP/1.1" 200 94526
[15/Jun/2026 18:35:37] "GET /media/brands/redpenguin.png HTTP/1.1" 200 91692
[15/Jun/2026 18:35:37] "GET /media/products/oc_307.jpg HTTP/1.1" 200 75282
[15/Jun/2026 18:35:37] "GET /static/img/brands/xado-atomic-oil.png HTTP/1.1" 200 94526
[15/Jun/2026 18:35:37] "GET /media/products/oc_130.jpg HTTP/1.1" 200 111275
[15/Jun/2026 18:35:37] "GET /media/products/oc_56.jpg HTTP/1.1" 200 156119
[15/Jun/2026 18:35:37] "GET /media/products/oc_133.jpg HTTP/1.1" 200 160727
Not Found: /favicon.ico
[15/Jun/2026 18:35:38] "GET /favicon.ico HTTP/1.1" 404 5291
C:\Users\USER\xadobaltic\core\models.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 14, 2026 - 21:40:26
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

WARNING: This is a development server. Do not use it in a production setting. Use a production WSGI or ASGI server instead.
For more information on production servers see: https://docs.djangoproject.com/en/5.2/howto/deployment/
Watching for file changes with StatReloader
C:\Users\USER\xadobaltic\core\models.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 15, 2026 - 19:53:07
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

WARNING: This is a development server. Do not use it in a production setting. Use a production WSGI or ASGI server instead.
For more information on production servers see: https://docs.djangoproject.com/en/5.2/howto/deployment/
Watching for file changes with StatReloader
C:\Users\USER\xadobaltic\core\admin.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 15, 2026 - 19:53:14
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

WARNING: This is a development server. Do not use it in a production setting. Use a production WSGI or ASGI server instead.
For more information on production servers see: https://docs.djangoproject.com/en/5.2/howto/deployment/
Watching for file changes with StatReloader
[15/Jun/2026 19:58:33] "GET /admin/ HTTP/1.1" 200 27402
[15/Jun/2026 19:58:33] "GET /static/admin/css/base.css HTTP/1.1" 304 0
[15/Jun/2026 19:58:33] "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
